"parameter_set_id","description","strategy","mean_estimated_rate","mean_true_rate","mean_bias","mean_bias_percent","lower_ci_mean_bias","upper_ci_mean_bias","lower_ci_mean_bias_percent","upper_ci_mean_bias_percent","monitoring_param_set","bias_v","bias_factor","p_sets_select","p_monitor","spp_param_set","species","V","mu_trips","theta_trips","mu_sets","theta_sets","beta_0","sigma_x","sigma_z","theta"
25,"Vessel bias_psets0.3","vessels",6.07717183579562,7.43255597684979,-1.35538414105418,-18.079394034522,-3.32167615613214,0.825805266909525,-40.8184874378117,10.5408083762015,2,-2,0,0.3,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
26,"Vessel bias_psets0.3","sets",7.43121590139787,7.42717365127967,0.0040422501181963,0.0565291243059398,-0.441160230456224,0.466252544431173,-6.12463380479476,6.23108045471145,2,-2,0,0.3,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
26,"Vessel bias_psets0.3","trips",7.42266492524372,7.42717365127967,-0.0045087260359539,-0.054933779297316,-0.441587660776043,0.396625626292431,-5.66486187838967,5.396685510609,2,-2,0,0.3,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
26,"Vessel bias_psets0.3","vessels",7.43732383175004,7.42717365127967,0.0101501804703745,0.141064661139316,-0.409059321311742,0.496379817616157,-5.5968295064621,6.57091267275002,2,-2,0,0.3,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
27,"Vessel bias_psets0.4","sets",7.4317361399249,7.44384836882486,-0.0121122288999631,-0.167526918044678,-0.812553944396592,0.841168366112383,-10.4106152286056,11.0407922453823,2,-2,0,0.4,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
27,"Vessel bias_psets0.4","trips",7.4297788723933,7.44384836882486,-0.0140694964315584,-0.173198640274313,-1.2967659423964,1.44730904645148,-17.5013111742042,20.4680732845315,2,-2,0,0.4,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
27,"Vessel bias_psets0.4","vessels",6.01205636620638,7.44384836882486,-1.43179200261848,-18.9750958016195,-3.47261448577168,0.565696780740482,-43.1522066297821,7.88857102695376,2,-2,0,0.4,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
28,"Vessel bias_psets0.4","sets",7.44086456571135,7.43953821944435,0.00132634626700306,0.0207904649867502,-0.360199763401799,0.384416181538758,-4.90227585923134,5.15257025077061,2,-2,0,0.4,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
28,"Vessel bias_psets0.4","trips",7.43737052108283,7.43953821944435,-0.00216769836151352,-0.0275190942866681,-0.342809235564165,0.368497975482479,-4.54450447719359,4.68448238798404,2,-2,0,0.4,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
28,"Vessel bias_psets0.4","vessels",7.44110086525413,7.43953821944435,0.00156264580978316,0.0398695884990234,-0.374698479713022,0.345469757935293,-4.9381828037393,4.84009080182445,2,-2,0,0.4,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
29,"Vessel bias_psets0.5","sets",7.45825729089447,7.45440991816212,0.00384737273234959,0.0597940243182688,-0.678784803386006,0.718912865497025,-8.68477104681318,9.54215748607153,2,-2,0,0.5,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
29,"Vessel bias_psets0.5","trips",7.44215028385333,7.45440991816212,-0.0122596343087935,-0.148696251202808,-1.25726991084576,1.37667488835462,-16.3272471014873,18.8447458790182,2,-2,0,0.5,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
29,"Vessel bias_psets0.5","vessels",6.02051190566166,7.45440991816212,-1.43389801250046,-18.950411964531,-3.43860043269502,0.431664552040909,-42.3641552278038,6.36386021733321,2,-2,0,0.5,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
30,"Vessel bias_psets0.5","sets",7.44720444276823,7.44696618672345,0.000238256044786908,0.00767385152186753,-0.331584301082678,0.335053372951134,-4.23431730239326,4.2066949159803,2,-2,0,0.5,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
30,"Vessel bias_psets0.5","trips",7.4455324880833,7.44696618672345,-0.00143369864014524,-0.0295109863202335,-0.277610535962837,0.276446371401277,-3.745546681179,3.60790785613122,2,-2,0,0.5,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
30,"Vessel bias_psets0.5","vessels",7.44547513373985,7.44696618672345,-0.00149105298360087,-0.0181805205299218,-0.292454661471923,0.301178942032025,-3.92374385907284,3.93599057265149,2,-2,0,0.5,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
31,"Vessel bias_psets0.6","sets",7.41016891591383,7.43046027616117,-0.0202913602473407,-0.264285683622793,-0.610138181805117,0.61164396504727,-7.84414149168955,8.23630697966681,2,-2,0,0.6,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
31,"Vessel bias_psets0.6","trips",7.4348438889352,7.43046027616117,0.0043836127740216,0.0442924854074267,-1.21241628976308,1.3170061456346,-16.1153484217409,17.2783593763532,2,-2,0,0.6,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
31,"Vessel bias_psets0.6","vessels",6.012619240813,7.43046027616117,-1.41784103534818,-18.9310217781943,-3.326785555232,0.332168711006389,-41.8172735455155,4.63800307867171,2,-2,0,0.6,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
32,"Vessel bias_psets0.6","sets",7.45587165096328,7.45779177687736,-0.00192012591408118,-0.0222028606993501,-0.250719267913029,0.255547073344775,-3.31663442678938,3.32968130692106,2,-2,0,0.6,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
32,"Vessel bias_psets0.6","trips",7.45449572224479,7.45779177687736,-0.00329605463256506,-0.0532997772647893,-0.243655282187453,0.222023446221957,-3.19415424694778,2.94619224339861,2,-2,0,0.6,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
32,"Vessel bias_psets0.6","vessels",7.46460715028343,7.45779177687736,0.00681537340606753,0.0862824329805638,-0.243115971231652,0.239874088358146,-3.12273934066863,3.07934868740232,2,-2,0,0.6,1,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
33,"Vessel bias_psets0.7","sets",7.4674303086067,7.46079589844149,0.00663441016521351,0.0922522016491566,-0.554330076571669,0.637192635336633,-7.35090910746612,8.28306504297433,2,-2,0,0.7,0.3,1,"Market species",50,10,1.13,26,1.8,1.7,0.41,0.67,0.42
