"parameter_set_id","description","strategy","mean_estimated_rate","mean_true_rate","mean_bias","mean_bias_percent","lower_ci_mean_bias","upper_ci_mean_bias","lower_ci_mean_bias_percent","upper_ci_mean_bias_percent","monitoring_param_set","p_monitor","bias_v","bias_factor","p_sets_select","spp_param_set","species","V","mu_trips","theta_trips","mu_sets","theta_sets","beta_0","sigma_x","sigma_z","theta"
17,"Vessel bias - sub-sample sets","sets",472.751587635999,471.614395035456,1.13719260054317,0.321454050503303,-92.697595221935,106.916764744545,-17.7392934632655,22.2528386349446,8,0.3,-2,0,0.2,2,"Market species + high vessel variance",50,10,1.13,26,1.8,5.6,0.82,0.67,0.42
17,"Vessel bias - sub-sample sets","trips",468.942773300738,471.614395035456,-2.67162173471804,-0.571804345209687,-138.660530618163,162.389745217795,-26.1060067918268,32.8662229503351,8,0.3,-2,0,0.2,2,"Market species + high vessel variance",50,10,1.13,26,1.8,5.6,0.82,0.67,0.42
17,"Vessel bias - sub-sample sets","vessels",234.219905620543,471.614395035456,-237.394489414912,-49.0827599738764,-474.168214594855,-65.7528628594362,-73.9938534142428,-15.2776361192929,8,0.3,-2,0,0.2,2,"Market species + high vessel variance",50,10,1.13,26,1.8,5.6,0.82,0.67,0.42
18,"Trip bias - sub-sample sets","sets",469.369910204022,470.263102161112,-0.893191957089872,-0.177088331304763,-94.3624796583117,102.593970516037,-18.7068269288841,20.2065219427041,9,0.3,0,-2,0.2,2,"Market species + high vessel variance",50,10,1.13,26,1.8,5.6,0.82,0.67,0.42
18,"Trip bias - sub-sample sets","trips",286.01607356311,470.263102161112,-184.247028598003,-38.9057653832297,-314.989281916427,-82.5411155925056,-54.4883055538035,-20.7834653694934,9,0.3,0,-2,0.2,2,"Market species + high vessel variance",50,10,1.13,26,1.8,5.6,0.82,0.67,0.42
18,"Trip bias - sub-sample sets","vessels",473.859318279345,470.263102161112,3.5962161182332,1.28389582320842,-256.063254507583,350.208469317751,-49.6148634044989,66.5980612977038,9,0.3,0,-2,0.2,2,"Market species + high vessel variance",50,10,1.13,26,1.8,5.6,0.82,0.67,0.42
19,"Baseline","sets",686.045990674361,684.546497142244,1.49949353211677,0.169179592652421,-75.5841264027983,88.8267975063302,-10.585499829249,11.8800953959932,1,0.3,0,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
19,"Baseline","trips",687.958249527826,684.546497142244,3.41175238558202,0.520900689686796,-237.081065043163,270.039726224768,-31.5117161508469,38.7858674735432,1,0.3,0,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
19,"Baseline","vessels",681.159480813227,684.546497142244,-3.38701632901695,-0.246493811857665,-300.660783735326,332.131964118785,-39.7581182159573,49.5611317397995,1,0.3,0,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
20,"Vessel bias","sets",681.293376239144,686.327835621596,-5.03445938245182,-0.702324929299551,-83.2725068289892,80.4083688467848,-11.2359982813539,10.9632441810984,2,0.3,-2,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
