"parameter_set_id","description","strategy","mean_estimated_rate","mean_monitored_sets","mean_true_rate","mean_true_catch","mean_estimated_catch","mean_catch_real","lower_ci_catch_real","upper_ci_catch_real","mean_catch_estimated","lower_ci_catch_estimated","upper_ci_catch_estimated","mean_catch_missed","lower_ci_catch_missed","upper_ci_catch_missed","mean_bias","mean_bias_percent","lower_ci_mean_bias","upper_ci_mean_bias","lower_ci_mean_bias_percent","upper_ci_mean_bias_percent","monitoring_param_set","p_monitor","bias_v","bias_factor","p_sets_select","spp_param_set","species","V","mu_trips","theta_trips","mu_sets","theta_sets","beta_0","sigma_x","sigma_z","theta"
18,"Trip bias 75%","vessels",9.55742177018374,1936.099,9.523628961399,124504.423,124820.183927664,124504.423,76749.475,200005.75,124820.183927664,48448.9073326188,275199.209412001,-315.76092766415,-115176.01551345,76431.6081287874,0.0337928087847328,0.441686371732999,-6.0051557903336,8.57979837744286,-55.2724603668887,83.3607118880936,9,0.2,0,-2,0.75,2,"Market species + high vessel variance",50,10,1.13,26,1.8,1.7,0.82,0.67,0.42
19,"Baseline","sets",13.8888641059611,2624.652,13.872595959234,181848.608,182203.895566113,181848.608,116111.475,263640.8,182203.895566113,114839.921056568,277399.137868077,-355.287566112849,-30482.3200554191,26220.6348409531,0.016268146727165,0.073196063859309,-2.08593648421565,2.20376457732735,-13.5048375549409,14.6653296988514,1,1,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
19,"Baseline","trips",13.8675906492897,2620.92,13.872595959234,181848.608,181722.474872555,181848.608,116111.475,263640.8,181722.474872555,113830.265905637,268654.260369774,126.133127444925,-25268.5713636158,23700.7204851666,-0.00500530994423389,-0.0294303956029987,-1.78242868882631,1.92088998431571,-12.7838892405786,13.3897096375948,1,1,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
19,"Baseline","vessels",13.9206207025171,2622.393,13.872595959234,181848.608,182557.916608297,181848.608,116111.475,263640.8,182557.916608297,115213.414002254,271821.597891681,-709.308608296996,-28954.9339712821,26335.0961016231,0.0480247432831225,0.350261432904807,-2.04741680575342,2.14016889083281,-13.7672619524935,14.7819250407247,1,1,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
20,"Vessel bias","sets",13.8674808316434,2612.655,13.9234797493948,181896.783,181216.28594387,181896.783,115846.55,267988.525,181216.28594387,112544.340101285,273805.760845009,680.497056129814,-28384.2300448339,28679.5537824454,-0.0559989177514128,-0.378455891639629,-2.25433723769219,2.19841576661713,-14.4828378855555,14.2070218470893,2,1,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
20,"Vessel bias","trips",13.9376061163851,2610.185,13.9234797493948,181896.783,182066.367208083,181896.783,115846.55,267988.525,182066.367208083,113040.22831326,277226.074524722,-169.584208083337,-24400.7461305576,25580.9635654514,0.0141263669902425,0.113297092540088,-1.84884833003803,1.9161544161769,-11.9349804203963,13.3971525441402,2,1,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
20,"Vessel bias","vessels",13.9196936509974,2611.933,13.9234797493948,181896.783,181832.721245106,181896.783,115846.55,267988.525,181832.721245106,113659.891896796,272526.748301238,64.0617548939072,-30068.0566877908,25752.1773743811,-0.00378609839741309,-0.0631283983514645,-1.94899535825772,2.18899153049732,-13.2878640853922,15.103093189423,2,1,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
21,"Trip bias","sets",13.6844236958271,2593.757,13.7260735807036,177783.033,177200.020741845,177783.033,115313.625,261085.525,177200.020741845,110042.398437503,270101.209869752,583.012258154814,-26304.9755432248,26869.6098913759,-0.0416498848764637,-0.322650907747006,-2.06706874703033,2.03029478140702,-14.7517293365468,16.0084775090114,3,1,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
21,"Trip bias","trips",13.7068711159559,2589.796,13.7260735807036,177783.033,177608.298582147,177783.033,115313.625,261085.525,177608.298582147,110447.956748257,260278.966018303,174.734417852668,-25792.7873317531,22725.0807511755,-0.0192024647477234,-0.0270037355462954,-1.74745509390201,1.98455478249915,-11.8847108421034,13.8801995863139,3,1,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
21,"Trip bias","vessels",13.6864342716936,2591.61,13.7260735807036,177783.033,177167.329572963,177783.033,115313.625,261085.525,177167.329572963,111167.234814457,264866.312888184,615.703427036849,-27232.4703272799,28201.2917918659,-0.0396393090100342,-0.221142732524441,-2.14623458565111,2.23561410212033,-14.703126748118,14.8657806030242,3,1,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
22,"Baseline 20%","sets",13.8619414652247,527.612,13.8827262682564,183229.916,182778.099237879,183229.916,118128.2,267153.55,182778.099237879,105155.508437902,294727.707992647,451.816762120625,-72240.5605344439,54604.579202989,-0.0207848030316951,-0.146484884350035,-4.17425719559572,5.75543840596316,-28.8870209579719,41.8190822647317,4,0.2,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
22,"Baseline 20%","trips",13.810175681769,525.019,13.8827262682564,183229.916,182316.292161113,183229.916,118128.2,267153.55,182316.292161113,91763.9687047494,334952.03580869,913.623838886708,-119455.549622382,80280.0021944679,-0.0725505864873962,-0.806713600049672,-6.20855288104611,9.15709154706567,-40.5006041487957,63.3024644320208,4,0.2,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
22,"Baseline 20%","vessels",14.060136285919,535.39,13.8827262682564,183229.916,185742.918438145,183229.916,118128.2,267153.55,185742.918438145,79177.5477897103,382815.742266547,-2513.00243814541,-168620.634304754,107686.870410959,0.17741001766263,1.60284514576037,-8.16787709728213,12.8591017705371,-52.5831760692125,85.6709445014861,4,0.2,0,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
23,"Vessel bias 20%","sets",14.1236151735231,520.362,13.9013402401218,180372.946,183014.352465254,180372.946,121454.55,258379.625,183014.352465254,104680.153873941,305019.727619739,-2641.4064652537,-73539.5621388634,57099.929559484,0.22227493340137,1.30632960085153,-4.39738617151408,5.76034239482676,-29.3161296760556,40.8482080950451,5,0.2,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
23,"Vessel bias 20%","trips",14.0441477910997,521.052,13.9013402401218,180372.946,182333.382792392,180372.946,121454.55,258379.625,182333.382792392,92773.8130264823,337125.787474183,-1960.43679239196,-134192.243448899,84310.910972906,0.142807550977964,1.29230256617469,-6.6271636111062,9.95395449139899,-41.9791047257647,69.0755173262625,5,0.2,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
23,"Vessel bias 20%","vessels",10.7638343504604,587.554,13.9013402401218,180372.946,139863.993966224,180372.946,121454.55,258379.625,139863.993966224,66582.3127745333,276738.886391028,40508.9520337759,-68909.3061972259,129211.396778066,-3.13750588966139,-21.9911166571331,-10.0418295010831,5.19925131520016,-62.6584473778884,39.6347651976479,5,0.2,-2,0,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
24,"Trip bias 20%","sets",13.9454326675532,526.444,13.8300952681848,182189.619,183660.039002298,182189.619,117234.275,274181.175,183660.039002298,102589.563695652,312354.582239124,-1470.42000229793,-83755.5330777308,57457.3826702036,0.115337399368416,0.805889681764363,-4.39729729776567,6.22051576446153,-29.0083938707365,42.431818125429,6,0.2,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
24,"Trip bias 20%","trips",2.76686862931909,869.33,13.8300952681848,182189.619,36392.7600348588,182189.619,117234.275,274181.175,36392.7600348588,22617.3124925432,53419.3837184783,145796.858965141,90595.0573877804,227084.297742166,-11.0632266388657,-79.6857914650805,-15.7752899883716,-7.80960726562059,-86.314533657132,-70.7520017604198,6,0.2,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
24,"Trip bias 20%","vessels",14.1126541818651,522.366,13.8300952681848,182189.619,186279.795748987,182189.619,117234.275,274181.175,186279.795748987,77190.8586024383,400468.77997155,-4090.17674898715,-182787.668022598,103255.24832388,0.282558913680343,1.60266891626599,-7.7625413936079,13.2016269266956,-51.4339847675306,88.5695091061204,6,0.2,0,-2,0.2,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
25,"Baseline 75%","sets",13.8347691125297,1939.754,13.876541221024,179291.182,178834.219677467,179291.182,118082.45,267087.725,178834.219677467,112913.153196986,271753.792254331,456.962322533378,-35069.9716667553,34283.8207506255,-0.0417721084943001,-0.217532999318215,-2.56106475413827,2.75040200883319,-17.5044150821896,19.041100226632,7,0.2,0,0,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
25,"Baseline 75%","trips",13.6994454914165,1941.919,13.876541221024,179291.182,176658.707215078,179291.182,118082.45,267087.725,176658.707215078,95477.6506081762,312154.849635354,2632.47478492196,-99045.0459804494,80464.1322413221,-0.177095729607475,-1.13356504306631,-6.01332833501465,8.15069089907778,-38.3453310463817,54.6382588767952,7,0.2,0,0,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
25,"Baseline 75%","vessels",14.2522950633907,1934.321,13.876541221024,179291.182,183777.549932044,179291.182,118082.45,267087.725,183777.549932044,82197.9971839206,384809.580734095,-4486.3679320435,-164618.20119123,100051.296061964,0.37575384236668,2.42919806314946,-7.60187008297245,13.1169314530388,-47.8529838265578,86.1621396390387,7,0.2,0,0,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
26,"Vessel bias 75%","sets",13.8179403022453,1963.474,13.7414175661836,179925.215,180989.600440172,179925.215,116699.600000001,264391.6,180989.600440172,113157.659671683,271349.712307436,-1064.38544017189,-35608.9207470733,30788.5562773271,0.076522736061746,0.56185041120922,-2.27122510176424,2.813226609706,-15.2062663341127,18.4776706167596,8,0.2,-2,0,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
26,"Vessel bias 75%","trips",13.9521242656147,1952.851,13.7414175661836,179925.215,182525.314207193,179925.215,116699.600000001,264391.6,182525.314207193,93420.1977079144,329999.227251842,-2600.09920719277,-109579.378918396,75291.679176056,0.210706699431181,1.32559269404213,-6.14508670267672,8.36043692081763,-41.6743405897654,58.819165248584,8,0.2,-2,0,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
26,"Vessel bias 75%","vessels",10.7418109167193,2214.843,13.7414175661836,179925.215,140529.309119604,179925.215,116699.600000001,264391.6,140529.309119604,71783.6795769921,255310.948913697,39395.9058803964,-49463.2350045286,126777.138181126,-2.99960664946424,-21.5211877268241,-9.45692564829521,3.77768470908061,-58.7539451042142,26.2522828569411,8,0.2,-2,0,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
27,"Trip bias 75%","sets",13.953248104649,1961.006,13.9191171541823,181928.216,182490.864794962,181928.216,115370.75,268063.85,182490.864794962,112472.632456068,277106.755485303,-562.648794962145,-37217.659698466,30763.3877293183,0.0341309504667372,0.251809793911054,-2.49030449019907,2.79546167155573,-16.9562995906455,19.8967101520322,9,0.2,0,-2,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
27,"Trip bias 75%","trips",2.7774811671539,3222.855,13.9191171541823,181928.216,36316.9380448717,181928.216,115370.75,268063.85,36316.9380448717,22984.6336850096,53263.0550111966,145611.277955128,90102.6159046968,224415.330837363,-11.1416359870284,-79.708781860979,-15.9606228464564,-7.792588866391,-86.2229827686588,-71.8000386115214,9,0.2,0,-2,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
27,"Trip bias 75%","vessels",14.0128627744365,1962.119,13.9191171541823,181928.216,182716.621974242,181928.216,115370.75,268063.85,182716.621974242,87581.5699271137,372595.095797772,-788.405974242311,-155829.822606469,94879.8951575961,0.0937456202542399,0.354311169409675,-7.22599680276278,11.945592822746,-48.4290894446602,75.7666806614846,9,0.2,0,-2,0.75,3,"Market species + high trip variance",50,10,1.13,26,1.8,1.7,0.41,1.3,0.42
28,"Baseline","sets",0.116160217815647,2617.293,0.115673557140266,1513.233,1519.39897179501,1513.233,1019.95,2220.34999999999,1519.39897179501,985.546720771197,2232.92559613357,-6.16597179500811,-213.682241219582,189.457316604085,0.000486660675380464,0.410427977294468,-0.0150577737515044,0.0159418073967088,-12.8673518297529,13.9044940153935,1,1,0,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
28,"Baseline","trips",0.116052328031814,2614.411,0.115673557140266,1513.233,1518.28273655897,1513.233,1019.95,2220.34999999999,1518.28273655897,1008.0374678971,2253.42222308952,-5.04973655897005,-204.384788609132,185.256231283274,0.000378770891548149,0.357162827241476,-0.0145377680476777,0.015666648551515,-12.4852538164862,13.5508429570173,1,1,0,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
28,"Baseline","vessels",0.115773515441603,2615.713,0.115673557140266,1513.233,1514.27132531239,1513.233,1019.95,2220.34999999999,1514.27132531239,1000.70762135717,2227.02189724399,-1.03832531239149,-210.218614767383,199.73761978666,9.99583013368106e-05,0.0842275640601263,-0.015394316693024,0.0153968041550838,-12.3970791619357,12.8693857149581,1,1,0,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
29,"Vessel bias","sets",0.116195967919815,2626.136,0.115904147570957,1522.813,1526.4520432775,1522.813,1000.8,2186.1,1526.4520432775,996.208771493008,2231.49266043707,-3.63904327750254,-198.752958002963,192.088620749468,0.000291820348857673,0.2498893963704,-0.0147172452845807,0.0153582529346785,-12.5779204935579,13.0346454062364,2,1,-2,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
29,"Vessel bias","trips",0.115526545984763,2625.285,0.115904147570957,1522.813,1518.8551918453,1522.813,1000.8,2186.1,1518.8551918453,968.21205913957,2265.10564035782,3.95780815470144,-193.572987535411,185.348299606287,-0.00037760158619417,-0.338472053046338,-0.0154370562726066,0.0150587754325543,-12.832208603161,13.4428374197942,2,1,-2,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
29,"Vessel bias","vessels",0.115915771706898,2626.725,0.115904147570957,1522.813,1523.19372204032,1522.813,1000.8,2186.1,1523.19372204032,989.522317482391,2225.00344606242,-0.380722040320437,-203.549817419616,189.52178724702,1.16241359407075e-05,-0.00864755108547489,-0.0146120038225746,0.0157366294965507,-12.5603953284359,13.2762305914003,2,1,-2,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
30,"Trip bias","sets",0.115867758305431,2641.296,0.115780547864112,1526.191,1527.54690844314,1526.191,998.95,2194.17499999999,1527.54690844314,955.209091858696,2211.91900854972,-1.35590844313633,-209.296370470609,195.892427731847,8.721044131923e-05,0.0454767972669751,-0.0148150975496592,0.0152294630970746,-12.6001568973747,13.3064293358503,3,1,0,-2,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
30,"Trip bias","trips",0.115877675900806,2635.762,0.115780547864112,1526.191,1528.27264823247,1526.191,998.95,2194.17499999999,1528.27264823247,965.511919387988,2232.22899888948,-2.08164823246657,-190.169135541832,174.802191901878,9.71280366937445e-05,0.0192539375827753,-0.0139154696731594,0.0140210475903971,-12.2211060448632,12.6502960940468,3,1,0,-2,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
30,"Trip bias","vessels",0.115745862278246,2637.624,0.115780547864112,1526.191,1525.44107584439,1526.191,998.95,2194.17499999999,1525.44107584439,970.161364494882,2227.78110911676,0.749924155607074,-205.148992936235,184.685200853428,-3.46855858660572e-05,-0.0307911958471921,-0.0144818335034589,0.015677961269088,-12.6141136056255,13.3910137259231,3,1,0,-2,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
31,"Baseline 20%","sets",0.116630529834226,522.088,0.115673185657974,1510.714,1523.07615762111,1510.714,992.9,2177.99999999999,1523.07615762111,893.62350679313,2444.66038153556,-12.3621576211095,-552.493936613217,421.41263368984,0.000957344176251833,0.87083677701604,-0.033419614030901,0.0427713466188084,-27.2843268625959,36.6114209869575,4,0.2,0,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
31,"Baseline 20%","trips",0.115895398041716,520.507,0.115673185657974,1510.714,1513.45770065805,1510.714,992.9,2177.99999999999,1513.45770065805,805.721366157329,2503.01493548388,-2.74370065804973,-657.178319685802,547.05301809536,0.000222212383741891,0.0535501169382675,-0.0413669071762123,0.0491519625714014,-36.3895846234472,41.2923179716689,4,0.2,0,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
31,"Baseline 20%","vessels",0.114962009614321,515.814,0.115673185657974,1510.714,1501.02701205937,1510.714,992.9,2177.99999999999,1501.02701205937,657.610889355743,2915.16187232143,9.68698794062618,-1169.78568057324,779.434463155429,-0.000711176043652898,-0.41624920062355,-0.0605462033613188,0.0818055803363251,-49.8676410383859,69.3237338788316,4,0.2,0,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
32,"Vessel bias 20%","sets",0.11457124838123,523.027,0.115583445847976,1511.915,1498.65348765362,1511.915,1014.85,2179.07500000001,1498.65348765362,861.64688259844,2313.68491954758,13.2615123463834,-482.832279029464,465.715734193017,-0.00101219746674595,-0.832086019801561,-0.035223264407796,0.0365951567233029,-29.7535647049351,32.5947802397427,5,0.2,-2,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
32,"Vessel bias 20%","trips",0.114947447608473,523.088,0.115583445847976,1511.915,1504.60602163094,1511.915,1014.85,2179.07500000001,1504.60602163094,824.232926829269,2532.65132617404,7.30897836906378,-669.876051777567,493.511669860481,-0.000635998239502511,-0.832845616891015,-0.0380831343803117,0.0492526220991066,-33.8124566897587,42.445538922523,5,0.2,-2,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
32,"Vessel bias 20%","vessels",0.0759339845467064,632.114,0.115583445847976,1511.915,994.2062211893,1511.915,1014.85,2179.07500000001,994.2062211893,471.853089244186,1770.16312593979,517.7087788107,-76.9781499202437,1146.26766789009,-0.0396494613012691,-33.9267951794059,-0.0874146751423689,0.00549901159867972,-67.0589637710666,4.73489516566873,5,0.2,-2,0,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
33,"Trip bias 20%","sets",0.115519433008516,524.083,0.115838157999498,1518.996,1515.15258177108,1518.996,980.9,2188.1,1515.15258177108,836.021142241477,2329.77640831995,3.84341822891848,-490.473204300025,456.60984378815,-0.000318724990981931,-0.246945610587264,-0.0348636881109421,0.0387642231412189,-30.0693226306797,33.2698008112714,6,0.2,0,-2,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
33,"Trip bias 20%","trips",0.0678506821314374,674.922,0.115838157999498,1518.996,889.152397738813,1518.996,980.9,2188.1,889.152397738813,487.455391686999,1466.36133259285,629.843602261187,213.002952455284,1106.0296226775,-0.0479874758680606,-41.2424830990631,-0.080222605694127,-0.0180176907848927,-62.543827961069,-16.4071183513543,6,0.2,0,-2,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
33,"Trip bias 20%","vessels",0.116415000500077,521.767,0.115838157999498,1518.996,1524.98292546296,1518.996,980.9,2188.1,1524.98292546296,645.234937656604,2764.96295706188,-5.98692546295933,-1004.04730215827,851.670183487309,0.000576842500579188,0.512267810960616,-0.0610076020365856,0.07685290730509,-50.9208052403379,67.8787223257483,6,0.2,0,-2,0.2,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
34,"Baseline 75%","sets",0.115672293820934,1967.23,0.115342941319932,1512.159,1517.22937189178,1512.159,1006.85,2173.02500000001,1517.22937189178,945.295269107376,2227.79824833948,-5.07037189177867,-255.519853727428,223.130425139862,0.000329352501001551,0.231403065123998,-0.0184922325171944,0.0197326247955049,-16.3636866211089,16.3531048611713,7,0.2,0,0,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
34,"Baseline 75%","trips",0.114580919816032,1956.816,0.115342941319932,1512.159,1500.31009170355,1512.159,1006.85,2173.02500000001,1500.31009170355,897.594918773181,2302.51701875556,11.8489082964529,-407.787235167479,412.445080668611,-0.00076202150390019,-0.683415538954427,-0.0315771309402872,0.0330541874802105,-26.0381724308297,28.1721569551506,7,0.2,0,0,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
34,"Baseline 75%","vessels",0.115752561603709,1941.206,0.115342941319932,1512.159,1516.13027358514,1512.159,1006.85,2173.02500000001,1516.13027358514,764.059745108231,2700.18071457735,-3.97127358513556,-963.006615785338,755.17839037417,0.000409620283776976,0.571698116404681,-0.054724078158601,0.0713804745126275,-44.5030598313362,64.0581584973162,7,0.2,0,0,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
35,"Vessel bias 75%","sets",0.114714292528518,1960.298,0.115039332695277,1502.355,1498.01356697728,1502.355,992.925,2079.075,1498.01356697728,935.734204384563,2159.55653043821,4.34143302272368,-231.4126797282,229.403668129485,-0.000325040166759075,-0.32687900105929,-0.0180542370548313,0.0175288784600125,-15.6363351870881,14.7277097523897,8,0.2,-2,0,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
35,"Vessel bias 75%","trips",0.114721689581601,1960.441,0.115039332695277,1502.355,1498.7806422777,1502.355,992.925,2079.075,1498.7806422777,886.873735468998,2269.60213341769,3.57435772229649,-434.858108264128,364.9291216468,-0.000317643113675766,-0.297448443997625,-0.0298408013507626,0.0335360210390706,-26.0561324127216,29.9560873255239,8,0.2,-2,0,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
35,"Vessel bias 75%","vessels",0.0765627302764224,2402.679,0.115039332695277,1502.355,999.223892790685,1502.355,992.925,2079.075,999.223892790685,551.572080975955,1628.74390744561,503.131107209315,-22.1808145936545,1006.53880482816,-0.0384766024188544,-33.0548243365424,-0.0754123242607389,0.00206056855180833,-59.4442242569515,1.72679125359749,8,0.2,-2,0,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
36,"Trip bias 75%","sets",0.115140198627451,1965.736,0.114827845841042,1502.338,1505.53851677313,1502.338,1002.8,2165.225,1505.53851677313,994.364781708465,2183.33067740828,-3.20051677312767,-247.177278334333,216.060193018818,0.000312352786409038,0.239089110689938,-0.0164105832953717,0.018965529416799,-14.881749088233,16.6102811313943,9,0.2,0,-2,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
36,"Trip bias 75%","trips",0.0665841693456618,2529.979,0.114827845841042,1502.338,871.81311953941,1502.338,1002.8,2165.225,871.81311953941,512.818529118964,1328.70173715636,630.524880460591,326.616063411789,1015.86592179502,-0.0482436764953805,-41.8542022706712,-0.0728434723289895,-0.0270633610190785,-56.4684182761544,-26.0760649428529,9,0.2,0,-2,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
36,"Trip bias 75%","vessels",0.115766237753873,1979.313,0.114827845841042,1502.338,1513.80206731394,1502.338,1002.8,2165.225,1513.80206731394,793.171642800074,2610.97044428513,-11.4640673139371,-893.284394392738,648.876836479266,0.000938391912831126,1.01816151829159,-0.0486612895374738,0.0685379191055311,-39.4650717427427,56.9558653955158,9,0.2,0,-2,0.75,4,"Bycatch species ",50,10,1.13,26,1.8,-2.52,0.55,0.65,0.42
37,"Baseline","sets",0.0106642405071183,2612.785,0.010715980149518,139.905,139.419822793835,139.905,88.975,200,139.419822793835,70.2120204155738,215.719371000426,0.485177206164825,-47.4223880891004,48.0210335288471,-5.17396423997037e-05,-0.378089402788116,-0.00379146444754961,0.00354412383607195,-34.1038584516419,35.3871069966123,1,1,0,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
37,"Baseline","trips",0.0107240800917861,2611.035,0.010715980149518,139.905,139.855583965349,139.905,88.975,200,139.855583965349,74.9530889436944,215.384204276824,0.049416034651502,-46.2036000859488,45.2756252047417,8.09994226810321e-06,0.0535665645909285,-0.0036874050397004,0.00363541000984366,-33.4538178267017,36.2647406435856,1,1,0,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
37,"Baseline","vessels",0.0106884794969316,2612.891,0.010715980149518,139.905,139.726871860329,139.905,88.975,200,139.726871860329,70.1713042023776,219.880577806201,0.178128139671456,-48.9311808470046,47.9523147345331,-2.75006525863991e-05,-0.271753205155538,-0.00361722147981506,0.00373739441856318,-34.7383574859152,34.4773729738111,1,1,0,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
38,"Vessel bias","sets",0.0106620057416643,2620.109,0.0107527140844319,140.74,139.693998692511,140.74,88,206.025,139.693998692511,74.4815286423946,225.438159708442,1.04600130748858,-49.9465325814917,45.1597623695885,-9.07083427676453e-05,-0.784647738224868,-0.00356646720467179,0.00371443991400717,-32.7520409955398,35.9574165423195,2,1,-2,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
38,"Vessel bias","trips",0.0107760249120873,2617.456,0.0107527140844319,140.74,140.933069279115,140.74,88,206.025,140.933069279115,74.9353610643307,220.33928491798,-0.193069279115246,-51.000570020266,45.1615305244248,2.33108276553868e-05,0.236422006765197,-0.00340707056453338,0.00381695239083212,-32.8748594212243,34.7844154484237,2,1,-2,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
38,"Vessel bias","vessels",0.0107588866333969,2618.969,0.0107527140844319,140.74,140.715271052181,140.74,88,206.025,140.715271052181,74.976918503539,220.203607092195,0.0247289478187835,-47.8354871108142,44.1468478383156,6.17254896502721e-06,0.0546232022677851,-0.00349635336437282,0.00376946902102939,-32.4985981170074,35.9954911629914,2,1,-2,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
39,"Trip bias","sets",0.0107653375553959,2637.752,0.010743890336573,141.691,141.87098224954,141.691,89,204.05,141.87098224954,74.9391441195782,222.485837044623,-0.179982249539615,-48.7842308226139,45.2542634257428,2.1447218822887e-05,0.0973275597317012,-0.00341306863052657,0.00388976747570236,-32.9941287507527,35.1183852974261,3,1,0,-2,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
